province,census_division,census_subdivision,land_area_km2,population_2006,population_2011,population_2016,population_2021
Quebec,Le Haut-Saint-François,Cookshire-Eaton,296.25,5004.0,5171.0,5393.0,5344.0
Quebec,Le Haut-Saint-François,Dudswell,218.01,1712.0,1771.0,1727.0,1755.0
Quebec,Le Haut-Saint-François,East Angus,7.84,3357.0,3741.0,3659.0,3840.0
Quebec,Le Haut-Saint-François,Hampden,111.68,209.0,214.0,176.0,193.0
Quebec,Le Haut-Saint-François,La Patrie,204.61,805.0,749.0,768.0,805.0
Quebec,Le Haut-Saint-François,Lingwick,243.01,611.0,399.0,428.0,456.0
Quebec,Le Haut-Saint-François,Newport,270.63,784.0,720.0,733.0,698.0
Quebec,Le Haut-Saint-François,Saint-Isidore-de-Clifton,176.94,781.0,716.0,695.0,673.0
Quebec,Le Haut-Saint-François,Scotstown,11.44,588.0,547.0,472.0,459.0
Quebec,Le Haut-Saint-François,Weedon,215.95,2739.0,2683.0,2670.0,2667.0
Quebec,Le Haut-Saint-François,Westbury,55.61,932.0,997.0,1006.0,1097.0
Quebec,Le Haut-Saint-Laurent,Dundee,68.41,436.0,408.0,387.0,386.0
Quebec,Le Haut-Saint-Laurent,Elgin,69.35,458.0,401.0,394.0,389.0
Quebec,Le Haut-Saint-Laurent,Franklin,112.33,1651.0,1688.0,1636.0,1635.0
Quebec,Le Haut-Saint-Laurent,Godmanchester,138.66,1457.0,1417.0,1394.0,1403.0
Quebec,Le Haut-Saint-Laurent,Havelock,88.7,761.0,756.0,740.0,756.0
Quebec,Le Haut-Saint-Laurent,Hinchinbrooke,148.36,2369.0,2242.0,2103.0,2187.0
Quebec,Le Haut-Saint-Laurent,Howick,0.96,606.0,630.0,778.0,850.0
Quebec,Le Haut-Saint-Laurent,Huntingdon,2.77,2587.0,2457.0,2444.0,2556.0
Quebec,Le Haut-Saint-Laurent,Ormstown,142.24,3651.0,3595.0,3595.0,3917.0
Quebec,Le Haut-Saint-Laurent,Saint-Anicet,135.03,2717.0,2523.0,2626.0,2754.0
Quebec,Le Haut-Saint-Laurent,Saint-Chrysostome,100.2,2584.0,2522.0,2645.0,2582.0
Quebec,Le Haut-Saint-Laurent,Sainte-Barbe,40.14,1453.0,1403.0,1324.0,1609.0
Quebec,Le Haut-Saint-Laurent,Très-Saint-Sacrement,97.16,1213.0,1155.0,1186.0,1189.0
Quebec,Le Rocher-Percé,Chandler,418.45,7914.0,7703.0,7546.0,7490.0
Quebec,Le Rocher-Percé,Grande-Rivière,87.92,3409.0,3456.0,3408.0,3384.0
Quebec,Le Rocher-Percé,Mont-Alexandre,1800.87,0.0,0.0,0.0,0.0
Quebec,Le Rocher-Percé,Percé,432.81,3419.0,3312.0,3103.0,3095.0
Quebec,Le Rocher-Percé,Port-Daniel--Gascons,300.29,2586.0,2453.0,2210.0,2271.0
Quebec,Le Rocher-Percé,Sainte-Thérèse-de-Gaspé,34.45,1109.0,1055.0,1015.0,979.0
Quebec,Le Saguenay-et-son-Fjord,Bégin,189.67,862.0,868.0,818.0,851.0
Quebec,Le Saguenay-et-son-Fjord,Ferland-et-Boilleau,383.09,626.0,583.0,540.0,632.0
Quebec,Le Saguenay-et-son-Fjord,L'Anse-Saint-Jean,501.79,1088.0,1208.0,1201.0,1301.0
Quebec,Le Saguenay-et-son-Fjord,Lac-Ministuk,1478.79,0.0,0.0,0.0,58.0
Quebec,Le Saguenay-et-son-Fjord,Lalemant,190.57,0.0,0.0,0.0,0.0
Quebec,Le Saguenay-et-son-Fjord,Larouche,84.71,1200.0,1277.0,1486.0,1601.0
Quebec,Le Saguenay-et-son-Fjord,Mont-Valin,33540.39,15.0,5.0,0.0,10.0
Quebec,Le Saguenay-et-son-Fjord,Petit-Saguenay,329.63,780.0,727.0,634.0,600.0
Quebec,Le Saguenay-et-son-Fjord,Rivière-Éternité,473.17,557.0,484.0,413.0,414.0
Quebec,Le Saguenay-et-son-Fjord,Saguenay,1124.63,143692.0,144746.0,145949.0,144723.0
Quebec,Le Saguenay-et-son-Fjord,Saint-Ambroise,149.37,3484.0,3546.0,3781.0,3883.0
Quebec,Le Saguenay-et-son-Fjord,Saint-Charles-de-Bourget,62.13,659.0,690.0,736.0,784.0
Quebec,Le Saguenay-et-son-Fjord,Saint-David-de-Falardeau,398.25,2555.0,2657.0,2768.0,2996.0
Quebec,Le Saguenay-et-son-Fjord,Saint-Fulgence,351.91,2024.0,1949.0,2071.0,2061.0
Quebec,Le Saguenay-et-son-Fjord,Saint-Félix-d'Otis,233.16,1007.0,801.0,956.0,1109.0
Quebec,Le Saguenay-et-son-Fjord,Saint-Honoré,189.38,4727.0,5257.0,5757.0,6376.0
Quebec,Le Saguenay-et-son-Fjord,Sainte-Rose-du-Nord,116.61,441.0,413.0,439.0,434.0
Quebec,Le Val-Saint-François,Bonsecours,60.36,547.0,577.0,608.0,650.0
Quebec,Le Val-Saint-François,Cleveland,123.59,1590.0,1609.0,1541.0,1581.0
Quebec,Le Val-Saint-François,Kingsbury,6.11,99.0,123.0,138.0,142.0
Quebec,Le Val-Saint-François,Lawrenceville,16.73,642.0,652.0,635.0,618.0
Quebec,Le Val-Saint-François,Maricourt,61.1,432.0,497.0,416.0,456.0
Quebec,Le Val-Saint-François,Melbourne,173.93,1095.0,1004.0,1063.0,1096.0
Quebec,Le Val-Saint-François,Racine,105.63,1265.0,1252.0,1323.0,1340.0
Quebec,Le Val-Saint-François,Richmond,6.98,3336.0,3275.0,3232.0,3259.0
Quebec,Le Val-Saint-François,Saint-Claude,118.85,1104.0,1106.0,1185.0,1141.0
Quebec,Le Val-Saint-François,Saint-Denis-de-Brompton,70.29,3090.0,3402.0,4054.0,4594.0
Quebec,Le Val-Saint-François,Saint-François-Xavier-de-Brompton,97.71,2018.0,2101.0,2273.0,2469.0
Quebec,Le Val-Saint-François,Sainte-Anne-de-la-Rochelle,61.86,642.0,611.0,598.0,625.0
Quebec,Le Val-Saint-François,Stoke,255.12,2708.0,2765.0,2955.0,3014.0
Quebec,Le Val-Saint-François,Ulverton,51.27,363.0,416.0,418.0,433.0
Quebec,Le Val-Saint-François,Val-Joli,91.69,1479.0,1501.0,1619.0,1671.0
Quebec,Le Val-Saint-François,Valcourt,5.41,2349.0,2349.0,2165.0,2139.0
Quebec,Le Val-Saint-François,Valcourt,80.39,1025.0,1047.0,1044.0,1029.0
Quebec,Le Val-Saint-François,Windsor,14.53,5239.0,5367.0,5419.0,5294.0
Quebec,Les Appalaches,Adstock,290.03,2678.0,2643.0,2806.0,2903.0
Quebec,Les Appalaches,Beaulac-Garthby,75.96,900.0,878.0,905.0,931.0
Quebec,Les Appalaches,Disraeli,6.8,2564.0,2502.0,2336.0,2360.0
Quebec,Les Appalaches,Disraeli,92.53,1055.0,1168.0,1123.0,1163.0
Quebec,Les Appalaches,East Broughton,8.86,2351.0,2229.0,2199.0,2248.0
Quebec,Les Appalaches,Irlande,109.85,942.0,959.0,884.0,897.0
Quebec,Les Appalaches,Kinnear's Mills,93.66,333.0,369.0,350.0,397.0
Quebec,Les Appalaches,Sacré-Coeur-de-Jésus,104.73,599.0,564.0,521.0,536.0
Quebec,Les Appalaches,Saint-Adrien-d'Irlande,53.18,403.0,389.0,399.0,395.0
Quebec,Les Appalaches,Saint-Fortunat,76.09,276.0,280.0,263.0,255.0
Quebec,Les Appalaches,Saint-Jacques-de-Leeds,80.56,708.0,711.0,685.0,711.0
Quebec,Les Appalaches,Saint-Jacques-le-Majeur-de-Wolfestown,58.71,171.0,189.0,188.0,186.0
Quebec,Les Appalaches,Saint-Jean-de-Brébeuf,79.15,392.0,359.0,372.0,351.0
Quebec,Les Appalaches,Saint-Joseph-de-Coleraine,126.76,2003.0,1870.0,1762.0,1820.0
Quebec,Les Appalaches,Saint-Julien,81.7,403.0,406.0,376.0,378.0
